id,user_id,action_type,entity_type,entity_id,details,ip_address,user_agent,created_at,activity_type,content,target_id,target_type,target_title
3b549b70-78d1-43d1-8811-8dede6e3e10b,a6f38aa1-7281-49f2-b565-2aa93ee89905,create_post,post,81,"{""title"":""1"",""content"":""11""}",,,"""2026-02-07T14:26:49.470Z""",post,发布了新作品《1》,,,
bcb314f7-c5ee-4b8e-888f-91b0fab758e6,a6f38aa1-7281-49f2-b565-2aa93ee89905,create_post,post,82,"{""title"":""1"",""content"":""1""}",,,"""2026-02-07T14:33:58.527Z""",post,发布了新作品《1》,,,
e2cf5a12-81df-4666-9851-575ffa3e3ca0,a6f38aa1-7281-49f2-b565-2aa93ee89905,create_post,post,83,"{""title"":""1"",""content"":""1""}",,,"""2026-02-07T14:55:37.254Z""",post,发布了新作品《1》,,,
0a3d524a-ce6c-472a-9f5e-fa5dc6e8a3d5,a6f38aa1-7281-49f2-b565-2aa93ee89905,create_post,post,84,"{""title"":""1"",""content"":""1""}",,,"""2026-02-07T14:56:05.811Z""",post,发布了新作品《1》,,,
