id,user_id,title,model_id,created_at,updated_at,is_active,context_summary,metadata,message_count
dded63c0-436e-467d-9fb3-5266148dc0e7,f3dedf79-5c5e-40fd-9513-d0fb0995d429,ai,qwen,"""2026-02-18T07:15:50.914Z""","""2026-03-03T06:41:14.984Z""",false,,"{}",0
18bb1e10-6668-4d8a-ae15-6467ef7e0127,f3dedf79-5c5e-40fd-9513-d0fb0995d429,创意构思,qwen,"""2026-02-22T13:05:22.228Z""","""2026-03-03T06:41:14.984Z""",false,,"{}",0
acb0af80-4366-4820-b9b5-1b8cc9011554,f3dedf79-5c5e-40fd-9513-d0fb0995d429,cs,qwen,"""2026-02-26T14:15:39.810Z""","""2026-03-03T07:10:54.952Z""",true,,"{}",18
414195bf-62b6-4ede-9158-f64c6938383d,f3dedf79-5c5e-40fd-9513-d0fb0995d429,新对话,qwen,"""2026-02-22T13:05:25.034Z""","""2026-03-03T06:41:14.984Z""",false,,"{}",0
