user_id,event_id,created_at
f3dedf79-5c5e-40fd-9513-d0fb0995d429,f1251821-5738-48ed-91b7-5d4b59287219,"""2026-02-18T05:31:07.484Z"""
f3dedf79-5c5e-40fd-9513-d0fb0995d429,665f1aab-e2ec-49b8-a691-f0134fac9861,"""2026-02-18T06:32:14.615Z"""
2689,665f1aab-e2ec-49b8-a691-f0134fac9861,"""2026-02-26T06:21:05.838Z"""
