id,user_id,file_url,file_name,file_type,file_size,thumbnail_url,title,description,tags,created_at,updated_at
470f5ec8-ba72-4c8a-817f-672de0f0963a,f3dedf79-5c5e-40fd-9513-d0fb0995d429,https://pptqdicaaewtnaiflfcs.supabase.co/storage/v1/object/public/works/user-uploads/1771382565454-0h0rptivrub.jpg,22.jpg,image/jpeg,8036,https://pptqdicaaewtnaiflfcs.supabase.co/storage/v1/object/public/works/user-uploads/1771382565454-0h0rptivrub.jpg,22.jpg,,"[]","""2026-02-18T02:42:47.316Z""","""2026-02-18T02:42:47.316Z"""
8a114323-4a0f-4e75-ba57-5838626b4b97,f3dedf79-5c5e-40fd-9513-d0fb0995d429,https://pptqdicaaewtnaiflfcs.supabase.co/storage/v1/object/public/works/user-uploads/1771382992104-9zkh6jp2pal.jpg,22.jpg,image/jpeg,8036,https://pptqdicaaewtnaiflfcs.supabase.co/storage/v1/object/public/works/user-uploads/1771382992104-9zkh6jp2pal.jpg,22.jpg,,"[]","""2026-02-18T02:49:53.719Z""","""2026-02-18T02:49:53.719Z"""
fe6de654-c0be-476c-b31f-bd5411592280,f3dedf79-5c5e-40fd-9513-d0fb0995d429,https://pptqdicaaewtnaiflfcs.supabase.co/storage/v1/object/public/works/user-uploads/1771767177151-uv1aevjiw.jpg,22.jpg,image/jpeg,8036,https://pptqdicaaewtnaiflfcs.supabase.co/storage/v1/object/public/works/user-uploads/1771767177151-uv1aevjiw.jpg,22.jpg,,"[]","""2026-02-22T13:32:57.747Z""","""2026-02-22T13:32:57.747Z"""
92057257-5253-4436-8291-a4d7d3f1525e,f3dedf79-5c5e-40fd-9513-d0fb0995d429,https://pptqdicaaewtnaiflfcs.supabase.co/storage/v1/object/public/works/user-uploads/1771767216108-mqq3c4xwdt.png,555.png,image/png,49029,https://pptqdicaaewtnaiflfcs.supabase.co/storage/v1/object/public/works/user-uploads/1771767216108-mqq3c4xwdt.png,555.png,,"[]","""2026-02-22T13:33:36.594Z""","""2026-02-22T13:33:36.594Z"""
