id,user_id,order_no,work_id,work_title,work_thumbnail,package_type,package_name,package_duration,expected_views_min,expected_views_max,target_type,metric_type,original_price,discount_amount,final_price,coupon_id,coupon_code,coupon_discount,status,payment_method,payment_time,transaction_id,start_time,end_time,actual_views,actual_clicks,actual_conversions,refund_amount,refund_reason,refund_time,created_at,updated_at,notes,metadata,audit_notes,audited_at,channel,channel_cost
99259532-7cca-4181-8a1f-d730c8f10703,f3dedf79-5c5e-40fd-9513-d0fb0995d429,PRO20260226241249,9cd8c8e6-525b-42ed-ac63-2fa8d4b04a4b,,,standard,,,,,account,views,50.00,15.00,35.00,new_user_7,,0.00,paid,wechat,"""2026-02-26T11:10:33.373Z""",,,,0,0,0,0.00,,,"""2026-02-26T11:10:30.779Z""","""2026-02-26T11:10:33.373Z""",,"{""metric"":""views"",""target"":""account""}",,,,0.00
b7f3c118-4d4b-4521-af51-5860f76d532c,f3dedf79-5c5e-40fd-9513-d0fb0995d429,PRO20260226465276,9cd8c8e6-525b-42ed-ac63-2fa8d4b04a4b,,,standard,,,,,account,views,50.00,15.00,35.00,new_user_7,,0.00,paid,wechat,"""2026-02-26T11:11:18.802Z""",,,,0,0,0,0.00,,,"""2026-02-26T11:11:16.159Z""","""2026-02-26T11:11:18.802Z""",,"{""metric"":""views"",""target"":""account""}",,,,0.00
bf366c2e-de1d-42dc-90b1-b0bb5a66fa5b,f3dedf79-5c5e-40fd-9513-d0fb0995d429,PRO20260226628203,81e2a0cb-5dfa-42ad-b9ed-2a40d78c45f4,国潮新韵：传统元素的现代绽放,https://pptqdicaaewtnaiflfcs.supabase.co/storage/v1/object/public/works/works/1771164851524-2gwpntgjyjm.png,standard,,,,,account,views,50.00,15.00,35.00,new_user_7,,0.00,active,wechat,"""2026-02-26T11:26:56.046Z""",,"""2026-02-27T09:21:11.066Z""","""2026-02-28T09:21:11.066Z""",57,0,0,0.00,,,"""2026-02-26T11:26:54.047Z""","""2026-02-27T09:54:17.653Z""",,"{""metric"":""views"",""target"":""account"",""package_name"":""标准套餐"",""expected_views"":""417-1,167""}",,"""2026-02-27T09:21:11.066Z""",,0.00
e34ecd58-27ef-4caf-9cfb-413734f24a85,78340927-c853-4978-a90f-f54d7c6883d2,TEST20260301033520,bd064ca2-79f7-4ca5-9ad2-4c36b17b1489,测试推广作品,,standard,,,,,account,views,98.00,0.00,98.00,,,0.00,active,,"""2026-03-01T03:35:20.691Z""",,"""2026-03-01T03:35:20.691Z""","""2026-03-02T03:35:20.691Z""",0,0,0,0.00,,,"""2026-03-01T03:35:20.691Z""","""2026-03-01T03:35:20.691Z""",,"{}",,,,0.00
8edbdc5c-df6e-40c4-89de-e8f0d448565a,f3dedf79-5c5e-40fd-9513-d0fb0995d429,PRO20260226391990,91a03020-6700-4831-aa51-9300110b5c49,cs,https://pptqdicaaewtnaiflfcs.supabase.co/storage/v1/object/public/works/f3dedf79-5c5e-40fd-9513-d0fb0995d429/1772095361925-o6bi5t09j5g.png,standard,,,,,account,views,50.00,15.00,35.00,new_user_7,,0.00,active,wechat,"""2026-02-26T13:11:49.132Z""",,"""2026-02-27T09:13:35.400Z""","""2026-02-28T09:13:35.400Z""",60,0,0,0.00,,,"""2026-02-26T13:11:47.545Z""","""2026-02-27T09:54:17.268Z""",,"{""metric"":""views"",""target"":""account"",""package_name"":""标准套餐"",""expected_views"":""417-1,167""}",,"""2026-02-27T09:13:35.400Z""",,0.00
