id,user_id,total_revenue,monthly_revenue,pending_revenue,withdrawable_revenue,total_withdrawn,last_month_revenue,updated_at,created_at
c50c11a8-af7e-4945-b808-878a78974287,f3dedf79-5c5e-40fd-9513-d0fb0995d429,250.00,250.00,200.00,150.00,0.00,0.00,"""2026-02-26T13:20:59.872Z""","""2026-02-26T10:59:07.131Z"""
