id,brand_id,user_id,total_balance,available_balance,frozen_balance,total_deposited,total_spent,total_withdrawn,status,created_at,updated_at
d3c22f3a-bd79-40a9-a479-73a49fdffc05,,f3dedf79-5c5e-40fd-9513-d0fb0995d429,100.00,100.00,0.00,100.00,0.00,0.00,active,"""2026-02-25T15:16:11.083Z""","""2026-02-26T01:00:59.314Z"""
