user_id,status,last_seen,updated_at
d0f6c86d-27ad-416f-a57a-992948c1a2a7,online,"""2026-02-23T01:17:21.529Z""","""2026-02-23T01:17:21.529Z"""
2689ba70-b3b9-4425-b01a-fab003b29072,online,"""2026-02-27T08:10:33.998Z""","""2026-02-27T08:10:33.998Z"""
478c134c-c5c2-4c01-827b-d142352d4873,online,"""2026-03-03T11:03:04.582Z""","""2026-03-03T11:03:04.582Z"""
06dbee08-83b6-4d14-a5c1-d0794c8a168e,online,"""2026-03-02T11:38:09.644Z""","""2026-03-02T11:38:09.644Z"""
00e1a36a-a77b-4bcc-b604-c5655a4ce802,online,"""2026-03-04T07:29:30.255Z""","""2026-03-04T07:29:30.255Z"""
44b4e1e2-1e70-4f44-a97f-053cd16cfd06,offline,"""2026-02-21T00:50:06.441Z""","""2026-02-21T00:50:06.441Z"""
45713305-2bc4-48ad-8733-265a379be671,online,"""2026-02-20T13:31:31.773Z""","""2026-02-20T13:31:31.773Z"""
78340927-c853-4978-a90f-f54d7c6883d2,offline,"""2026-02-23T13:11:13.080Z""","""2026-02-23T13:11:13.080Z"""
f3dedf79-5c5e-40fd-9513-d0fb0995d429,online,"""2026-03-04T13:08:01.740Z""","""2026-03-04T13:08:01.740Z"""
