id,sender_id,receiver_id,content,type,is_read,created_at,updated_at
de27edd6-957b-4bcc-ad5f-b060a954f918,f3dedf79-5c5e-40fd-9513-d0fb0995d429,478c134c-c5c2-4c01-827b-d142352d4873,1,text,true,"""2026-02-24T15:05:23.708Z""","""2026-02-25T06:55:18.194Z"""
3f2d6937-a5ec-4984-86f6-a922ca3a7a1a,f3dedf79-5c5e-40fd-9513-d0fb0995d429,478c134c-c5c2-4c01-827b-d142352d4873,1,text,true,"""2026-02-25T01:06:53.331Z""","""2026-02-25T06:55:18.194Z"""
a4a8f325-04a0-499a-9eb8-21802db53ee0,f3dedf79-5c5e-40fd-9513-d0fb0995d429,478c134c-c5c2-4c01-827b-d142352d4873,1,text,true,"""2026-02-25T01:26:32.746Z""","""2026-02-25T06:55:18.194Z"""
2c3695e8-4eeb-480f-ab1b-827f5fe27b6a,f3dedf79-5c5e-40fd-9513-d0fb0995d429,478c134c-c5c2-4c01-827b-d142352d4873,"[WORK_SHARE]{""type"":""work_share"",""workId"":""bd064ca2-79f7-4ca5-9ad2-4c36b17b1489"",""workTitle"":""风筝魏·燕子竹骨纸鸢"",""workThumbnail"":""https://pptqdicaaewtnaiflfcs.supabase.co/storage/v1/object/public/works/videos/1771551962777-yfsat4mxhg.mp4"",""workType"":""video"",""message"":""""}[/WORK_SHARE]",text,false,"""2026-02-25T10:09:30.797Z""","""2026-02-25T10:09:30.797Z"""
a306d7fd-9825-431a-b5d7-f4b2f2a6bd1d,f3dedf79-5c5e-40fd-9513-d0fb0995d429,00e1a36a-a77b-4bcc-b604-c5655a4ce802,1,text,true,"""2026-02-25T13:14:33.580Z""","""2026-02-25T13:15:14.691Z"""
59ae3a7e-7eff-4207-a709-2eeac4359121,f3dedf79-5c5e-40fd-9513-d0fb0995d429,00e1a36a-a77b-4bcc-b604-c5655a4ce802,1,text,true,"""2026-02-25T13:14:46.301Z""","""2026-02-25T13:15:14.691Z"""
9d0d266e-d0b9-4cdd-8c33-00a6814dabd2,2689ba70-b3b9-4425-b01a-fab003b29072,06dbee08-83b6-4d14-a5c1-d0794c8a168e,hi,text,false,"""2026-02-26T06:28:16.183Z""","""2026-02-26T06:28:16.183Z"""
fff12210-eaf0-4911-82dc-4e9d01d99de5,2689ba70-b3b9-4425-b01a-fab003b29072,06dbee08-83b6-4d14-a5c1-d0794c8a168e,https://www.jinmai-lab.tech/square/b3603cf0-f046-4751-bc74-5358d79381a9,text,false,"""2026-02-26T06:33:53.231Z""","""2026-02-26T06:33:53.231Z"""
