id,activity_id,user_id,prize_id,cost,ip_address,user_agent,created_at
e00c90f5-9468-4f9e-b407-34cb2e0f46c1,3140cd84-c41c-40a7-8267-07aa7fd29975,f3dedf79-5c5e-40fd-9513-d0fb0995d429,30dfe75f-2217-4727-91f2-d1f6087c5dfb,50,,,"""2026-03-01T10:44:29.995Z"""
f43f14c7-c3c7-4d74-a592-6d40a387a666,3140cd84-c41c-40a7-8267-07aa7fd29975,f3dedf79-5c5e-40fd-9513-d0fb0995d429,f3252701-29f1-44ed-8781-92c79b5224c6,50,,,"""2026-03-01T10:44:40.416Z"""
c8219e92-3bca-4397-8b2a-f33a96787153,3140cd84-c41c-40a7-8267-07aa7fd29975,f3dedf79-5c5e-40fd-9513-d0fb0995d429,bf17f811-e3ee-4144-8c91-eca725a8a8e4,50,,,"""2026-03-03T07:49:37.593Z"""
