id,event_id,published_by,published_at,ranking_data,notification_sent,notification_sent_at,created_at
4d791422-a872-46e4-901a-5bee01d11731,665f1aab-e2ec-49b8-a691-f0134fac9861,f3dedf79-5c5e-40fd-9513-d0fb0995d429,"""2026-02-16T11:17:20.339Z""","[{""rank"":1,""title"":""11"",""avg_score"":10,""creator_id"":""f3dedf79-5c5e-40fd-9513-d0fb0995d429"",""judge_count"":1,""score_count"":1,""creator_name"":""kvo1"",""submitted_at"":""1970-01-21T12:00:21.772+00:00"",""submission_id"":""427ed2f9-c598-46cc-a0e6-69f1ac914b8b"",""creator_avatar"":""https://pptqdicaaewtnaiflfcs.supabase.co/storage/v1/object/public/avatars/1770989704242-ekg3fmbcy1c.jpg""}]",true,"""2026-02-16T11:17:20.614Z""","""2026-02-16T11:17:20.339Z"""
09bda56a-dcf9-4577-8687-83fc8162cbd5,665f1aab-e2ec-49b8-a691-f0134fac9861,f3dedf79-5c5e-40fd-9513-d0fb0995d429,"""2026-02-16T11:17:31.669Z""","[{""rank"":1,""title"":""11"",""avg_score"":10,""creator_id"":""f3dedf79-5c5e-40fd-9513-d0fb0995d429"",""judge_count"":1,""score_count"":1,""creator_name"":""kvo1"",""submitted_at"":""1970-01-21T12:00:21.772+00:00"",""submission_id"":""427ed2f9-c598-46cc-a0e6-69f1ac914b8b"",""creator_avatar"":""https://pptqdicaaewtnaiflfcs.supabase.co/storage/v1/object/public/avatars/1770989704242-ekg3fmbcy1c.jpg""}]",true,"""2026-02-16T11:17:31.936Z""","""2026-02-16T11:17:31.669Z"""
81edb641-1823-44dc-86a8-eeb27463fe1b,665f1aab-e2ec-49b8-a691-f0134fac9861,f3dedf79-5c5e-40fd-9513-d0fb0995d429,"""2026-02-16T11:31:30.979Z""","[{""rank"":1,""title"":""11"",""avg_score"":10,""creator_id"":""f3dedf79-5c5e-40fd-9513-d0fb0995d429"",""judge_count"":1,""score_count"":1,""creator_name"":""kvo1"",""submitted_at"":""1970-01-21T12:00:21.772+00:00"",""submission_id"":""427ed2f9-c598-46cc-a0e6-69f1ac914b8b"",""creator_avatar"":""https://pptqdicaaewtnaiflfcs.supabase.co/storage/v1/object/public/avatars/1770989704242-ekg3fmbcy1c.jpg""}]",true,"""2026-02-16T11:31:31.296Z""","""2026-02-16T11:31:30.979Z"""
2ad4e237-a1a1-47cb-b4cf-83b3d38a78c0,665f1aab-e2ec-49b8-a691-f0134fac9861,f3dedf79-5c5e-40fd-9513-d0fb0995d429,"""2026-02-16T12:35:53.622Z""","[{""rank"":1,""title"":""11"",""avg_score"":10,""creator_id"":""f3dedf79-5c5e-40fd-9513-d0fb0995d429"",""judge_count"":1,""score_count"":1,""creator_name"":""kvo1"",""submitted_at"":""1970-01-21T12:00:21.772+00:00"",""submission_id"":""427ed2f9-c598-46cc-a0e6-69f1ac914b8b"",""creator_avatar"":""https://pptqdicaaewtnaiflfcs.supabase.co/storage/v1/object/public/avatars/1770989704242-ekg3fmbcy1c.jpg""}]",true,"""2026-02-16T12:35:53.953Z""","""2026-02-16T12:35:53.622Z"""
